product_id,product_link,kegunaan,nama,,rating,harga,berat,tempat,image_src
1654999402-63,https://www.tokopedia.com/padisimpati/insektisida-sidafur-3-gr-kemasan-2kg?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,INSEKTISIDA SIDAFUR 3 GR - Kemasan 2KG,,,35800,2.200 Gram,Kab. Bandung,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/4/c8368e91-e713-47be-b79d-4dc791233131.jpg
1654997765-41,https://www.tokopedia.com/mataairdjaya/jual-pupuk-tanaman-sidafur-3gr-2-kg?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,JUAL Pupuk Tanaman SIDAFUR 3GR [ 2 kg ],,,99800,2.870 Gram,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2020/11/11/ac12db74-9d46-41ce-a95d-804368a7508f.jpg
1654999492-67,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1pHpj7H_Hdbm-xgVY789CBUsthbm-FQRo2PcB5QiUE6mFiPcBWgZUEH_yOoAjNopnpHmFiyRCsUsthHAnFbm-xgVYpyfYagZUEoA1ObsrfoA1fbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-8JOJe3BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoe7BpZ37OPM-W_Mh-qMY23jPoHV2JZMhguVu7__-V8JY_HAC6zcz0_VPcQV2Ju9z6QuJ7392cQVB1e_CvzcoEZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2ypoZPJB2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OkqpCHqj1p_jzzoJO1gRBoqMHO_32SH7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1NJu_VHqMHa_jzuH1Nk__-ozJJF_32gHjBXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6iUNusxxocz1Qm7NHjNorMo7Q_KdqB1RuJ-Nupge_ACc8M2sz3dNPfB739Cgb3BouRg1PJO6PVucgMz5QMYU1StfzOgkufYNofx9o9yFofgy6Vxt_AxvyjgNr7zce1-56_C-6IgCeOgS31xVqV1frVxE1AP6ZRz3zBCC9fjp3BC23ZUDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QopJObAUaopjDHsUNoB7DUMNwyfVXgcBjy9zB9fVjraUEHsJhbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsJdoAeDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUi-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUsHKgR-xQZUDUSCaq3oB9f-2gmUEH_nFHmFigfYxQVY2gmUEHiFiqp-09fz2rRzxQMoB9RosQR-BUstFbsJ7HAjOopyp6AyaH_HpHAUfbm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6syfHmddHsjaoAn7osJRHAU7bm-hP3ua8uYag3hay3N09RosQR-BUstFbse76_jpo_1Oo_eO6Anf6AKOwe?t=desktop&is_search=1&management_type=1&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ftoyiban-sho%2Fobat-diare-smecta-3gr-perbox-isi-12-sachet%3Fsrc%3Dtopads&keywords=sidafur+3+gr&page=1&ob=23&src=search&r_replacement=new,Tungro,OBAT DIARE SMECTA 3GR | PERBOX ISI 12 SACHET,,,195500,100 Gram,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/13/cdc5fc9a-f242-4afe-b19e-de04d282d7d7.png
1654999526-69,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopUpHpHdoAJDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstfbm-7q3OBUsthos176_jRHAHFbm-srcHi6sjOHmFiy3zwrfo5rM1i6sHRHadfHAyOoaFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OZqjNI19Bqu71h_Vz6qJO1qRz6zVJp3jHhqV291_VHuV20_7Po8V29z9P6zc_9B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3N6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBk_9Bo1pea_Bz-H1OkZ_oo8MDO_uzoHjB2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OEyR2HqBBR_M2uHjNkqpo6zcHF_Bz0q3gzv_7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6iUNusxxocz1Qm7NHjNorMo7Q_KdqB1RuJ-Nupge_ACc8M2sz3dNPfB739Cgb3BouRg1PJO6PVucgMz5QMYU1StfzOgkufYNofx9o9yFofgy6Vxt_AxvyjgNr7zce1-56_C-6IgCeOgS31xVqV1frVxE1AP6ZRz3zBCC9fjp3BC23ZUDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6_K7bAJfo_eDH_yOoO7DUMNwyfVXgcBjy9zB9fVjraUEHsJhbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsJhopeDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUi-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMgOrMVjy3dKHaCSriUDUSCaq3oB9f-2gmUE6_1Fbm-SQfVD9fBjUstabm-0HMWwgcBpPcVXyfuwrfo5rM1i6snXHAHOosURHAjpH_yfH_Ja6ZFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstfopjXH_jaosrdop1RHpnhoiFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmddH_rNHp1O6A1Nop1foArDUS-xQMWwyMupPVYpg3hDg9Ui6sjpwe?page=1&dv=desktop&src=search&is_search=1&management_type=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fchandafarm%2Ffuradan-3gr-insektisida%3Fsrc%3Dtopads&t=desktop&keywords=sidafur+3+gr&ob=23,Tungro,Furadan 3Gr Insektisida,151,4.9,22500,1.000 Gram,Kota Depok,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/10/17/ffc279b3-8cb4-4095-bf54-3edbefef6095.jpg
1655000307-78,https://www.tokopedia.com/cv-lumayangroup/insektisida-sidafur-3gr-2kg-pengendali-hama-tanaman?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Insektisida Sidafur 3GR 2kg Pengendali Hama Tanaman,3,5,37000,2.150 Gram,Kab. Sragen,https://images.tokopedia.net/img/cache/100-square/product-1/2020/5/10/99949004/99949004_712de8c7-e80e-45c8-b985-58c79832a96a_1080_1080
1654997083-6,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_Hho_U7o_Jdbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_jDUSz2Q31i6sJfo_eN6_rFHpnDUMoFyaUEH_HOHmFiy3zwrfo5rM1i6sefoidfosnRomFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z92HqB1p_uzz81YJu_oouVVN_7zuH7O_Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq120392Zq7OWuMx61pCE3uzVo1h11_C6HBV73uP3q7N_HA-qzcxk_uP3qJOJ1_z68jO2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12EgJrFq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-8jOJqRuo8jud_uzV81OkgRBouJJp_7o-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32zHjN2oA-6qjJp_32oH1O13_z6uJBEZ3dFvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUsB36cJ7gVzDb_ja_jOayRzW6Axku_P1eSB9oBCHHJgEqMoVQsBRq9zgrVjWq1O9PBz7_1N7u1gMgcYXQ7xZ8sgIuM29QRjRqVrOPsnRgBKd3cxH6JYizSBpzJgCeM4NHJjdPjVAuMPgZJutu_gF3I2eo7NbPVgc1JVwq_oq1cBgUiFiy3hSUstiy3h79fWB89P5rMzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDpoZFOHsUFbAURHAPPbm-X9foxQMz2gcV7guYxgIHi6sUhHZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJOHpyObm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUi9ZFiy3h7g9-Xy9zB9fWB89P5rMei6iUpUcPay37ibm-FrMBsguYiq3ei6sJpo_nDUMP5y3hwq3ei6sUDUMDaqOYjq9o7y3NsguYpyfYagZUEHmdhoAnNo_rfHpKfHsJpHpnaoiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstfHAUXo_yp6A17osHf6AHDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHsjhHsU7os1doAKNHsURHR7?keywords=sidafur+3+gr&ob=23&is_search=1&page=1&t=desktop&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fnourishindonesia%2Fgrass-fed-wagyu-striploin-steak-premium-mb-3-4-200-gr-grassfed%3Fsrc%3Dtopads&src=search&management_type=1,Tungro,Grass Fed Wagyu Striploin Steak Premium MB 3 - 4 (200 gr) grassfed,7,5,175000,250 Gram,Kota Tangerang Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/19/67f2cbaa-29a3-42ea-bbf5-292228d3620e.jpg
1654997866-46,https://www.tokopedia.com/arjunb/sidafur-3-gr-berat-2-kg-insektisida?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Sidafur 3 Gr Berat 2 Kg Insektisida,,,88000,750 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/21/1a29bba7-edca-4038-b123-970a9209725f.jpg
1655003682-79,https://www.tokopedia.com/sidamarket1/pembasmi-hama-tanaman-kentang-padi-sidafur-3gr-kms-1-kg?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Pembasmi hama tanaman kentang padi - Sidafur 3GR kms 1 Kg,2,5,25000,1.500 Gram,Kab. Gresik,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/12/1/a26660be-cd94-44e0-a67b-2534e491ab98.png
1654999204-53,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_ed6_HfHAJabm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_UDUSz2Q31i6sJfo_eN6_rFHpnDUMoFyaUEHsnFHmFiy3zwrfo5rM1i6sy7HZdRo_nOoZFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoepea_jz08jN1e_-6zcWE_BzCHjNJqR2-q9P23_oZ8uKp_Mhg3J2ky1o-ojBkz9PHqMWR_OzCo1OJqvuJJO_1z0P7YAZ9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq120392Zq7OWuMx61pCE3uzVo1h11_C6HBV73uP3q7N_HA-qzcxk_uP3qJOJ1_z68jO2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12EgJrFq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-HJOJgRu68MWR_92SoJOkypz68jVE_9B-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32gHJO_oAo6uJJh_Bz-oJNk__zvucDFZ3dFvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUsB36cJ7gVzDb_ja_jOayRzW6Axku_P1eSB9oBCHHJgEqMoVQsBRq9zgrVjWq1O9PBz7_1N7u1gMgcYXQ7xZ8sgIuM29QRjRqVrOPsnRgBKd3cxH6JYizSBpzJgCeM4NHJjdPjVAuMPgZJutu_gF3I2eo7NbPVgc1JVwq_oq1cBgUiFiy3hSUstiy3h79fWB89P5rMzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDOoiFp6_HDoAyOHu7DUMNwyfVXgcBjy9zB9fVjraUEHsJhbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHpjFHsHDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUi-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUsHKgRUibm-FrMBsguYiq3ei6sUFHAnDUMP5y3hwq3ei6sUDUMDaqOYjq9o7y3NsguYpyfYagZUEHmdhHpUao_rFo_jaH_y76_jpHaFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstfHprXo_JOHsJho_1fo_KNoiFir9uBrSBwrMuDrMVXqOYpyfYagZUEb_nXHAnfo_jNosy7osKdH_JFHp1hoS7?keywords=sidafur+3+gr&management_type=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fgreensmartstore%2Fvidoran-xmart-3-nutriplex-madu-susu-formula-950-g%3Fsrc%3Dtopads&src=search&t=desktop&is_search=1&page=1&dv=desktop&ob=23,Tungro,Vidoran Xmart 3+ Nutriplex Madu Susu Formula [950 g],90,4.9,58000,1.100 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/23/25f4ace3-338d-43bd-ab2c-e4cdbf9838a9.jpg
1654999663-76,https://www.tokopedia.com/milkykushop/sidafur-3-gr-berat-2-kg-insektisida?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,SIDAFUR 3 GR BERAT 2 KG INSEKTISIDA,9,4.8,37000,2.100 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/product-1/2021/4/30/1865508/1865508_7204dc39-31ea-43cb-a4c0-db7dd17088ea.jpg
1654997949-50,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_J7HAHNH_H7bm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_1DUSz2Q31i6sJfo_eN6_rFHpnDUMoFyaUEop1Fbm-xgVYpyfYagZUEHpH7bsUOHZFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OZqjNI19Bqu71h_Vz6qJO1qRz6zVJp3jHhqV291_VHuV20_7Po8V29z9P6zc_9B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3N6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_z61pe7_OzSP7NE1_CoqjuN_jzsHJONZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk_926epzN_BzVP7O1gpCozJ1h_1zsq3gzv_7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6iUNusxxocz1Qm7NHjNorMo7Q_KdqB1RuJ-Nupge_ACc8M2sz3dNPfB739Cgb3BouRg1PJO6PVucgMz5QMYU1StfzOgkufYNofx9o9yFofgy6Vxt_AxvyjgNr7zce1-56_C-6IgCeOgS31xVqV1frVxE1AP6ZRz3zBCC9fjp3BC23ZUDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6_K7bAJfo_eDH_yOoO7DUMNwyfVXgcBjy9zB9fVjraUEHsJhbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHpeOo_nDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUi-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMgOrMVjy3dKHaCSriUDUSCaq3oB9f-2gmUEop1Fbm-SQfVD9fBjUstabm-0HMWwgcBpPcVXyfuwrfo5rM1i6snXHAHOosURHAjpH_yfH_Ja6ZFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstfH_UXoAKaoAHf6_HaHAKf6ZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmddHpU7HAURHAyhoAyaoAnawe?keywords=sidafur+3+gr&ob=23&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fparditani%2Finsektisida-furadan-3gr-2kg%3Fsrc%3Dtopads&is_search=1&management_type=2&src=search&t=desktop&dv=desktop,Tungro,Insektisida Furadan 3gr 2kg,5,4.8,38000,2.100 Gram,Kab. Cilacap,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/24/9a0c52a4-ef3c-41cd-9d9f-f5049e8e0eb9.jpg
1654997234-14,https://www.tokopedia.com/archive-nala-storefamily-1632494749/ai189-sidafur-3-gr?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,AI189 Sidafur 3 GR,,,89000,440 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/9/369d1541-c482-44d6-b399-eafb1bf31731.jpg
1655000287-77,https://www.tokopedia.com/tokopupuktm/pupuk-tanaman-sidafur-3-gr-2kg?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Pupuk tanaman SIDAFUR 3 GR (2kg),15,4.9,38000,2.000 Gram,Kab. Bekasi,https://images.tokopedia.net/img/cache/100-square/attachment/2019/10/11/157076184892719/157076184892719_28939abd-e7b4-4838-a957-bbb6912bea09.png
1654997330-19,https://www.tokopedia.com/halima-1/terhemat-sidafur-3-gr-berat-2-kg-insektisida?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Terhemat SIDAFUR 3 GR BERAT 2 KG INSEKTISIDA,,,183700,300 Gram,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/25/6334a7b0-458f-4148-a9f1-6e9626da7002.jpg
1654997218-13,https://www.tokopedia.com/arkastore-king/insektisida-sidafur-3gr-2kg-pengendali-hama-taman?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Insektisida Sidafur 3GR 2kg Pengendali Hama Taman,,,73500,487 Gram,Kab. Pekalongan,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/18/be412e0a-6a99-48be-b6fe-3e2665ff009f.jpg
1654997351-20,https://www.tokopedia.com/gardenki/insektisida-sidafur-3-gr-2-kg-terlaris?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,INSEKTISIDA SIDAFUR 3 GR - 2 KG TERLARIS,,,46000,400 Gram,Kab. Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/21/1260bb05-9dea-421b-bb02-b411fe0e54db.jpg
1654999604-73,https://www.tokopedia.com/lovastoria/mq248-sidafur-3-gr-berat-2-kg-insektisida?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,MQ248 SIDAFUR 3 GR BERAT 2 KG INSEKTISIDA,,,76900,137 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/9/166ded61-fc2b-4694-b533-21cea919b844.jpg
1654997744-40,https://www.tokopedia.com/mistyc/sidafur-3-gr-insektisida-berat-bersih-2kg?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,SIDAFUR 3 GR Insektisida Berat Bersih 2KG,,,50000,759 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/11/a1fe38de-6b3b-40d0-8e1d-54a840a417fc.jpg
1654997669-36,https://www.tokopedia.com/berkahdooa/pupuk-sidafur-3-gr?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Pupuk Sidafur 3 GR,,,90000,2.100 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/2/14/9b5a33bc-79a8-4c2d-b87a-8ad6760539f5.jpg
1654997309-18,https://www.tokopedia.com/thdiamond/hobi-koleksi-berkebun-pupuk-sidafur-3-gr-x-07?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Hobi & Koleksi Berkebun Pupuk Sidafur 3 GR X-07,,,180000,2.100 Gram,Jakarta Timur,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/28/906f2b87-9d05-47b7-9b2d-6af150e2c83b.jpg
1654999471-66,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_JR6_1RH_r7bm-xgVY789CBUsthbm-FQRo2PcB5QiUE6ZFiPcBWgZUEH_yOoAjNopnpHmFiyRCsUsthHA1Fbm-xgVYpyfYagZUEHprhbsUfo_yfbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu-k_jPz8u29z_VHuJNt_uz0PJNJ1_oqepVt3BPzH1h13MWvz7Od3BPVP7NJgpoo81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QjdFyBo-r7BX_M2iH72D3A-G83UpgI2q17jfZ32-oJNNoA-oqjjh_M2-HJOJZ_CoqB1FZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_92s8JhkZ_-6uVjF_32SHjNkqRB68MP2gBJYvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUsB36cJ7gVzDb_ja_jOayRzW6Axku_P1eSB9oBCHHJgEqMoVQsBRq9zgrVjWq1O9PBz7_1N7u1gMgcYXQ7xZ8sgIuM29QRjRqVrOPsnRgBKd3cxH6JYizSBpzJgCeM4NHJjdPjVAuMPgZJutu_gF3I2eo7NbPVgc1JVwq_oq1cBgUiFiy3hSUstiy3h79fWB89P5rMzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDN6AeDH_yOomFhos1R9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_JDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstpoA1OHmFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiUB7DUMVDPcuaQMV7guY0g9BRQR-jUstigSuay3zxQinpUcPaUiFigR-5P9CwrRzay9zBgRji6BDhbA-Pbm-FrMBsguYiq3ei6sJFo_nDUMP5y3hwq3ei6sUDUMDaqOYjq9o7y3NsguYpyfYagZUEHmdFHp1fHsrF6_HhosyhH_UNbm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6syOoZdd6_ra6AURH_HOo_npbm-hP3ua8uYag3hay3N09RosQR-BUstFbsrfosyOHsJfosK7HpehoAoY?t=desktop&management_type=1&dv=desktop&src=search&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fnomnomflora%2Fpupuk-furadan-3gr-insektisida-pengendali-hama-tanaman-repack-100-gr%3Fsrc%3Dtopads&keywords=sidafur+3+gr&page=1&ob=23,Tungro,pupuk furadan 3gr insektisida Pengendali Hama Tanaman Repack 100 gr,33,4.9,5000,110 Gram,Kota Depok,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/7/9/73c56340-6312-49fa-9755-d0926169a4b2.jpg
1654999324-59,https://www.tokopedia.com/birusolution/insektisida-sidafur-3gr-2kg-pengendali-hama-tanaman?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Insektisida Sidafur 3Gr 2Kg Pengendali Hama Tanaman,,,57000,500 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/31/12c59861-1b59-4b6e-b6ab-641b16ea4f45.jpg
1654997197-12,https://www.tokopedia.com/shoesbo/cc328-sidafur-3-gr-1-kg-insektisida-karbofuran-3?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,CC328 SIDAFUR 3 GR 1 KG INSEKTISIDA Karbofuran 3,,,70000,451 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/6/3/6caefd42-c3ea-43d1-b397-245cf2c4c579.jpg
1654997888-47,https://www.tokopedia.com/tawind/insektisida-sidafur-3gr-2kg-pengendali-hama-tanaman?extParam=ivf%3Dfalse%26src%3Dsearch,Tungro,Insektisida Sidafur 3GR 2kg Pengendali Hama Tanaman,,,41000,750 Gram,Jakarta Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/27/d15823bc-03f5-43f3-8e3d-1140b2339bf9.jpg
